 63
 2349.099  1246.684 
 2399.999  1098.69 
 2500.586  1019.358 
 2279.31    807.72 
 2322.577   597.226 
 2084.768   391.39 
 2050.713   176.645 
 2012.667   -77.726 
 2097.565  -260.529 
 1911.482  -460.179 
 1689.138  -715.038 
 1655.371  -875.3 
 1794.685 -1105.649 
 1894.922 -1400.523 
 1879.229 -1466.59 
 1812.49  -1489.366 
 1686.894 -1352.543 
 1575.161 -1205.423 
 1551.616 -1069.359 
 1390.007 -1010.334 
  897.261 -1049.427 
  545.889 -1104.624 
  130.875 -1355.373 
  130.32  -1549.26 
  -42.446 -1485.33 
 -264.623 -1131.879 
 -599.648 -1053.841 
 -754.156  -865.125 
 -916.275  -845.405 
 -928.762  -900.291 
-1191.433  -883.469 
-1525.455  -689.61 
-1738.947  -658.301 
-2032.222  -243.617 
-2253.351   232.467 
-2118.216   554.212 
-2003.92    881.488 
-1915.628  1338.132 
-1360.583  1179.351 
 -917.318  1091.186 
 -474.049  1037.333 
  -30.785  1017.794 
  264.729  1023.83 
  684.36    946.243 
 1090.229   835.74 
  893.059   602.464 
  889.123   319.93 
  938.816   222.043 
  986.75    292.448 
  970.622   479.977 
 1023.603   674.161 
 1078.943   744.177 
 1213.015   661.795 
 1259.303   584.45 
 1307.004   474.666 
 1255.364   326.14 
 1434.173   330.722 
 1592.616   534.341 
 1782.465   634.358 
 1859.375   838.676 
 2128.622   920.997 
 2221.372  1258.878 
 2349.099  1246.684 


